Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
164,2/21/2023,18:00,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",78,KA37KL2342,Not Fraud,0,,,
165,2/22/2023,22:35,Evening,FTG-135-LKJ-764,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",67,KA40MN6689,Fraud,1,,,
166,2/23/2023,04:15,Midnight,FTG-136-HGT-431,B-102,Regular,Medium,140,90,"13.059816123454882, 77.77068662374292",95,KA43OP0223,Fraud,1,,,
167,2/24/2023,08:50,Morning,FTG-166-MKF-101,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,KA46QR3567,Not Fraud,0,,,
168,2/25/2023,13:30,Afternoon,FTG-168-DCV-871,B-102,Regular,Large,180,120,"13.059816123454882, 77.77068662374292",80,KA49ST8903,Fraud,1,,,
169,2/26/2023,18:05,Evening,FTG-169-NBH-542,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,KA52UV2348,Not Fraud,0,,,
170,2/27/2023,23:40,Evening,FTG-140-POI-211,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,KA45WX6789,Not Fraud,0,,,
171,2/28/2023,05:20,Midnight,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",47,KA58YZ0323,Not Fraud,0,,,
172,03-01-2023 00:00,09:50,Morning,FTG-142-QAZ-651,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",73,KA60AB2345,Fraud,1,,,
173,03-02-2023 00:00,14:30,Afternoon,FTG-143-KJH-322,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",68,KA54CD6789,Fraud,1,,,
174,03-03-2023 00:00,18:05,Evening,FTG-144-VFR-092,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",91,KA57EF0123,Fraud,1,,,
175,03-04-2023 00:00,23:45,Evening,FTG-145-YUI-764,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",52,KA70GH4467,Fraud,1,,,
176,03-05-2023 00:00,03:15,Midnight,FTG-146-CDE-431,C-103,Regular,Large,350,90,"13.059816123454882, 77.77068662374292",82,KA73IJ8801,Fraud,1,,,
177,03-06-2023 00:00,07:55,Morning,FTG-147-LMK-110,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",56,KA76KL2245,Not Fraud,0,,,
178,03-07-2023 00:00,12:30,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,KA79MN6689,Not Fraud,0,,,
179,03-08-2023 00:00,16:05,Afternoon,FTG-139-RFD-443,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,KA82OP1123,Not Fraud,0,,,
180,03-09-2023 00:00,21:45,Evening,FTG-140-TGB-211,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",94,KA85QR3567,Fraud,1,,,
181,03-10-2023 00:00,03:25,Midnight,FTG-141-BVC-988,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",49,KA88ST8801,Fraud,1,,,
182,03-11-2023 00:00,08:55,Morning,FTG-142-XCV-658,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA91UV2245,Not Fraud,0,,,
183,03-12-2023 00:00,13:35,Afternoon,FTG-143-LKJ-327,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA94WX6689,Not Fraud,0,,,
184,3/13/2023,18:10,Evening,FTG-144-POU-092,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,KA97YZ1123,Not Fraud,0,,,
185,3/14/2023,23:50,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,KA02AB2245,Not Fraud,0,,,
186,3/15/2023,05:30,Midnight,FTG-136-PLM-431,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",96,KA05CD6589,Fraud,1,,,
187,3/16/2023,10:05,Morning,FTG-137-HGT-107,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",61,KA08EF1123,Fraud,1,,,
188,3/17/2023,14:45,Afternoon,FTG-138-WSX-878,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",85,KA11GH5567,Not Fraud,0,,,
189,3/18/2023,19:20,Evening,FTG-139-QAZ-546,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,KA14IJ7901,Not Fraud,0,,,
190,3/19/2023,00:55,Midnight,FTG-130-RFD-217,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA17KL3345,Not Fraud,0,,,
191,3/20/2023,06:35,Morning,FTG-161-YUI-988,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA20MN6689,Not Fraud,0,,,
192,3/21/2023,11:05,Morning,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",90,KA23OP1123,Not Fraud,0,,,
193,3/22/2023,15:40,Afternoon,FTG-183-NBH-323,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,KA26QR3567,Not Fraud,0,,,
194,3/23/2023,21:20,Evening,FTG-184-KJH-094,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",77,KA29ST8801,Not Fraud,0,,,
195,3/24/2023,02:00,Midnight,FTG-185-EDC-763,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",60,KA32UV2245,Not Fraud,0,,,
196,3/25/2023,06:30,Morning,FTG-186-LMK-431,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",83,KA35WX6589,Fraud,1,,,
197,3/26/2023,11:05,Morning,FTG-187-WLN-109,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",71,KA38YZ1123,Fraud,1,,,
198,3/27/2023,16:45,Afternoon,FTG-188-VFR-872,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",97,KA41AB1345,Not Fraud,0,,,
199,3/28/2023,21:20,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,KA44CD5789,Not Fraud,0,,,
200,3/29/2023,02:50,Midnight,FTG-200-QAZ-214,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",81,KA47EF0122,Fraud,1,,,
201,3/30/2023,07:30,Morning,FTG-201-XYZ-982,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,KA50GH4562,Not Fraud,0,,,
202,01-01-2023 00:00,08:15,Morning,FTG-212-ABC-657,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",93,KA53IJ8908,Not Fraud,0,,,
203,01-02-2023 00:00,12:45,Afternoon,FTG-203-PQR-323,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",57,KA56KL2342,Fraud,1,,,
204,01-03-2023 00:00,16:30,Afternoon,FTG-204-WEF-098,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",86,KA59MN6782,Fraud,1,,,
205,01-04-2023 00:00,22:10,Evening,FTG-205-LMN-758,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,KA02WX5678,Not Fraud,0,,,
206,01-05-2023 00:00,05:40,Midnight,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",82,KA05YZ9012,Not Fraud,0,,,
207,01-06-2023 00:00,11:20,Morning,FTG-217-JKL-104,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",63,KA08AB3456,Fraud,1,,,
208,01-07-2023 00:00,14:55,Afternoon,FTG-211-UVW-877,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",90,KA11CD6589,Fraud,1,,,
209,01-08-2023 00:00,18:25,Evening,FTG-109-RST-539,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",48,KA14EF0423,Not Fraud,0,,,
210,01-09-2023 00:00,02:05,Midnight,FTG-210-MNO-112,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA17GH4557,Not Fraud,0,,,
211,01-10-2023 00:00,06:35,Morning,FTG-211-QQE-888,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",58,KA20IJ8801,Not Fraud,0,,,
212,01-11-2023 00:00,10:00,Morning,FTG-212-ZXC-557,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",87,KA23KL1345,Fraud,1,,,
213,01-12-2023 00:00,15:40,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",67,KA26MN6689,Not Fraud,0,,,
214,1/13/2023,20:15,Evening,FTG-214-KJH-890,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",94,KA29OP0223,Fraud,1,,,
215,1/14/2023,01:55,Midnight,FTG-215-DCV-751,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA32QR4467,Not Fraud,0,,,
216,1/15/2023,07:30,Morning,FTG-216-NBH-443,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",89,KA35ST8801,Fraud,1,,,
217,1/16/2023,12:10,Afternoon,FTG-237-LKI-106,B-102,Express,Large,180,140,"13.059816123454882, 77.77068662374292",52,KA38UV2245,Fraud,1,,,
218,1/17/2023,17:45,Afternoon,FTG-238-UYT-856,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,KA41WX6689,Not Fraud,0,,,
219,1/18/2023,22:20,Evening,FTG-229-FRD-542,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,KA44YZ0223,Not Fraud,0,,,
220,1/19/2023,04:00,Midnight,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",95,KA47AB2245,Not Fraud,0,,,
221,1/20/2023,08:30,Morning,FTG-211-BVC-982,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",44,KA50CD6689,Not Fraud,0,,,
222,1/21/2023,13:10,Afternoon,FTG-212-XSW-624,B-102,Regular,Medium,140,100,"13.059816123454882, 77.77068662374292",78,KA53EF0223,Fraud,1,,,
223,1/22/2023,16:45,Afternoon,FTG-213-NMK-322,A-101,Express,Medium,160,60,"13.059816123454882, 77.77068662374292",61,KA56GH4367,Fraud,1,,,
224,1/23/2023,22:25,Evening,FTG-414-CDE-093,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",85,KA59IJ8801,Not Fraud,0,,,
225,1/24/2023,02:55,Midnight,FTG-215-VBN-764,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",49,KA62KL2245,Fraud,1,,,
226,1/25/2023,07:35,Morning,FTG-216-PLM-431,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",74,KA65MN6689,Not Fraud,0,,,
227,1/26/2023,12:10,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",69,KA68OP0133,Not Fraud,0,,,
228,1/27/2023,15:45,Afternoon,FTG-218-WSX-816,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA71QR4467,Not Fraud,0,,,
229,1/28/2023,21:25,Evening,FTG-119-QAZ-541,B-102,Express,Medium,140,90,"13.059816123454882, 77.77068662374292",57,KA74ST8801,Fraud,1,,,
230,1/29/2023,03:05,Midnight,FTG-210-LPO-211,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",83,KA77UV2245,Fraud,1,,,
231,1/30/2023,07:35,Morning,FTG-211-ZAS-917,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,KA80WX6779,Not Fraud,0,,,
232,1/31/2023,11:10,Morning,FTG-922-IXC-655,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA83YZ0113,Not Fraud,0,,,
233,02-01-2023 00:00,16:50,Afternoon,FTG-233-JOP-311,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",46,KA86AB2345,Not Fraud,0,,,
234,02-02-2023 00:00,21:25,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",81,KA89CD5789,Not Fraud,0,,,
235,02-03-2023 00:00,03:05,Midnight,FTG-215-EDC-715,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",60,KA92EF0123,Not Fraud,0,,,
236,02-04-2023 00:00,08:40,Morning,FTG-216-OKM-412,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,KA95GH4567,Not Fraud,0,,,
237,02-05-2023 00:00,13:20,Afternoon,FTG-217-NJI-119,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",53,KA98IJ8901,Not Fraud,0,,,
238,02-06-2023 00:00,18:55,Evening,FTG-218-LKJ-875,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",77,KA01KL2343,Not Fraud,0,,,
239,02-07-2023 00:00,23:30,Evening,FTG-359-UTY-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,KA04MN6779,Not Fraud,0,,,
240,02-08-2023 00:00,05:10,Midnight,FTG-220-POU-211,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",91,KA07OP1123,Not Fraud,0,,,
241,02-09-2023 00:00,09:40,Morning,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",50,KA10QR1567,Not Fraud,0,,,
242,02-10-2023 00:00,14:20,Afternoon,FTG-212-VBN-651,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",75,KA13ST8911,Not Fraud,0,,,
243,02-11-2023 00:00,17:55,Afternoon,FTG-223-QWE-322,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",59,KA16UV2145,Not Fraud,0,,,
244,02-12-2023 00:00,23:35,Evening,FTG-224-MKH-091,A-101,Regular,Medium,160,140,"13.059816123454882, 77.77068662374292",84,KA19WX6089,Fraud,1,,,
245,2/13/2023,04:05,Midnight,FTG-225-DCF-763,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",66,KA22YZ0023,Fraud,1,,,
246,2/14/2023,08:45,Morning,FTG-246-POI-415,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,KA25AB2845,Not Fraud,0,,,
247,2/15/2023,13:20,Afternoon,FTG-247-XCV-111,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,KA28CD6989,Not Fraud,0,,,
248,2/16/2023,16:55,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,KA31EF0923,Not Fraud,0,,,
249,2/17/2023,22:35,Evening,FTG-249-RFD-141,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",62,KA34GH4467,Fraud,1,,,
250,2/18/2023,04:15,Midnight,FTG-250-HGT-111,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",86,KA37IJ8801,Fraud,1,,,
251,2/19/2023,08:45,Morning,FTG-251-YUI-181,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",51,KA40KL1345,Not Fraud,0,,,
252,2/20/2023,13:25,Afternoon,FTG-252-BVC-151,B-102,Regular,Large,180,160,"13.059816123454882, 77.77068662374292",73,KA43MN6689,Fraud,1,,,
253,2/21/2023,18:00,Afternoon,FTG-253-NBH-125,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,KA46OP1223,Not Fraud,0,,,
254,2/22/2023,22:35,Evening,FTG-254-KJH-191,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,KA49QR2567,Not Fraud,0,,,
255,2/23/2023,04:15,Midnight,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",70,KA52ST8801,Not Fraud,0,,,
256,2/24/2023,08:50,Morning,FTG-256-LMK-133,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,KA55UV2145,Not Fraud,0,,,
257,2/25/2023,13:30,Afternoon,FTG-257-PLN-118,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",47,KA58WX6589,Not Fraud,0,,,
258,2/26/2023,18:05,Evening,FTG-258-VFR-178,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,KA61YZ1123,Not Fraud,0,,,
259,2/27/2023,23:40,Evening,FTG-259-WSX-148,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",65,KA64AB1345,Fraud,1,,,
260,2/28/2023,05:20,Midnight,FTG-260-QAZ-115,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA67CD6189,Not Fraud,0,,,
261,03-01-2023 00:00,09:50,Morning,FTG-261-POU-918,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,KA70EF0223,Not Fraud,0,,,
262,03-02-2023 00:00,14:30,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",79,KA73GH4167,Not Fraud,0,,,
263,03-03-2023 00:00,18:05,Evening,FTG-263-ZXC-318,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",61,KA76IJ8101,Fraud,1,,,
264,03-04-2023 00:00,23:45,Evening,FTG-264-OKM-196,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",89,KA79KL2145,Not Fraud,0,,,
265,03-05-2023 00:00,03:15,Midnight,FTG-265-LKJ-766,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",44,KA82MN6189,Not Fraud,0,,,
266,03-06-2023 00:00,07:55,Morning,FTG-266-HGT-437,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",78,KA85OP0113,Fraud,1,,,
267,03-07-2023 00:00,12:30,Afternoon,FTG-267-MKF-105,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,KA88QR4167,Not Fraud,0,,,
268,03-08-2023 00:00,16:05,Afternoon,FTG-268-DCV-877,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",95,KA91ST8903,Not Fraud,0,,,
269,03-09-2023 00:00,21:45,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,KA94UV2145,Not Fraud,0,,,
270,03-10-2023 00:00,03:25,Midnight,FTG-053-PQR-787,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,KA97WX6719,Not Fraud,0,,,
271,03-11-2023 00:00,08:55,Morning,FTG-011-MNO-097,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,KA02YZ1123,Not Fraud,0,,,
272,03-12-2023 00:00,13:35,Afternoon,FTG-077-LKI-986,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",87,KA05AB2315,Not Fraud,0,,,
273,3/13/2023,18:10,Evening,FTG-124-CDE-877,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",47,KA08CD6189,Not Fraud,0,,,
274,3/14/2023,23:50,Evening,FTG-131-ZAS-763,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,KA11EF0223,Not Fraud,0,,,
275,3/15/2023,05:30,Midnight,FTG-138-LKJ-657,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",68,KA14GH4367,Not Fraud,0,,,
276,3/16/2023,10:05,Morning,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,KA17IJ8101,Not Fraud,0,,,
277,3/17/2023,14:45,Afternoon,FTG-042-BVC-437,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA20KL2145,Not Fraud,0,,,
278,3/18/2023,19:20,Evening,FTG-049-WSX-326,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,KA23MN6189,Not Fraud,0,,,
279,3/19/2023,00:55,Midnight,FTG-056-HGT-215,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",56,KA26OP0023,Not Fraud,0,,,
280,3/20/2023,06:35,Morning,FTG-063-KJH-104,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",84,KA29QR4562,Not Fraud,0,,,
281,3/21/2023,11:05,Morning,FTG-081-TGB-048,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",69,KA32ST1901,Fraud,1,,,
282,3/22/2023,15:40,Afternoon,FTG-077-HGT-985,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",94,KA35UV2145,Not Fraud,0,,,
283,3/23/2023,21:20,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",49,KA38WX6189,Not Fraud,0,,,
284,3/24/2023,02:00,Midnight,FTG-101-XYZ-984,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",76,KA41YZ0023,Fraud,1,,,
285,3/25/2023,06:30,Morning,FTG-108-UVW-885,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",63,KA44AB2145,Fraud,1,,,
286,3/26/2023,11:05,Morning,FTG-115-DCV-774,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",88,KA47CD6389,Fraud,1,,,
287,3/27/2023,16:45,Afternoon,FTG-122-XSW-643,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",74,KA50EF0113,Fraud,1,,,
288,3/28/2023,21:20,Evening,FTG-129-QAZ-433,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,KA53GH4167,Not Fraud,0,,,
289,3/29/2023,02:50,Midnight,FTG-136-OKM-434,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,KA56IJ8101,Not Fraud,0,,,
290,3/30/2023,07:30,Morning,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,KA59KL2142,Not Fraud,0,,,
291,3/31/2023,12:05,Afternoon,FTG-120-HGT-213,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA62MN6782,Not Fraud,0,,,
292,04-01-2023 00:00,16:40,Afternoon,FTG-157-PLN-193,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,KA02YZ6789,Not Fraud,0,,,
293,04-02-2023 00:00,22:20,Evening,FTG-134-OKM-093,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",66,KA05AB0223,Fraud,1,,,
294,04-03-2023 00:00,03:00,Midnight,FTG-141-WSX-983,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",90,KA08CD4467,Fraud,1,,,
295,04-04-2023 00:00,07:30,Morning,FTG-148-NJH-846,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,KA11EF8801,Not Fraud,0,,,
296,04-05-2023 00:00,12:05,Afternoon,FTG-145-ZXC-763,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",77,KA14GH2345,Not Fraud,0,,,
297,04-06-2023 00:00,15:40,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",60,KA17IJ6689,Not Fraud,0,,,
298,04-07-2023 00:00,21:20,Evening,FTG-189-WSX-533,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",83,KA20KL0113,Not Fraud,0,,,
299,04-08-2023 00:00,02:55,Midnight,FTG-206-GHI-334,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,KA23MN4557,Not Fraud,0,,,
300,04-09-2023 00:00,06:30,Morning,FTG-213-POI-332,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",97,KA26OP8801,Not Fraud,0,,,
301,04-10-2023 00:00,11:10,Morning,FTG-210-TYU-230,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",46,KA29QR2245,Not Fraud,0,,,
302,04-11-2023 00:00,15:50,Afternoon,FTG-217-HGT-149,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,KA32ST6689,Not Fraud,0,,,
303,04-12-2023 00:00,20:25,Evening,FTG-234-RFV-038,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",64,KA35UV0122,Fraud,1,,,
304,4/13/2023,01:00,Midnight,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",93,KA38WX4567,Not Fraud,0,,,
305,4/14/2023,06:40,Morning,FTG-248-JKL-173,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,KA41YZ8901,Not Fraud,0,,,
306,4/15/2023,11:15,Morning,FTG-255-EDC-162,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",86,KA44AB2315,Not Fraud,0,,,
307,4/16/2023,15:50,Afternoon,FTG-262-NJH-153,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,KA47CD6779,Not Fraud,0,,,
308,4/17/2023,21:30,Evening,FTG-269-NBH-542,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",82,KA50EF0163,Not Fraud,0,,,
309,4/18/2023,03:10,Midnight,FTG-309-RST-533,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA53GH4547,Not Fraud,0,,,
310,4/19/2023,07:40,Morning,FTG-310-MNO-212,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",90,KA56IJ8991,Fraud,1,,,
311,4/20/2023,12:20,Afternoon,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",48,KA59KL2395,Not Fraud,0,,,
312,4/21/2023,16:55,Afternoon,FTG-035-DCF-542,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",76,KA62MN6799,Not Fraud,0,,,
313,4/22/2023,22:35,Evening,FTG-084-KJH-872,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",58,KA65OP0923,Not Fraud,0,,,
314,4/23/2023,04:15,Midnight,FTG-123-QWE-324,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",87,KA68QR4967,Fraud,1,,,
315,4/24/2023,08:50,Morning,FTG-182-BVC-652,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,KA71ST8991,Not Fraud,0,,,
316,4/25/2023,13:30,Afternoon,FTG-211-ZXC-937,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,KA74UV2395,Not Fraud,0,,,
317,4/26/2023,18:05,Evening,FTG-311-QWE-983,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",71,KA77WX6779,Not Fraud,0,,,
318,4/27/2023,23:40,Evening,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",89,KA80YZ0113,Not Fraud,0,,,
